Renewal,Average_Price_Paid_Per_Seat_Previous_Season,Total_Seats_Previous_Season,Team_Win_Pct_Previous_Season,Games_Attended_Previous_Season,Games_Missed_Previous_Season,Total_Games_Previous_Season,Non-Game_Events_Attended_Previous_Season,Phone_Calls_Made_to_Customer_Last_90_Days_Before_Renewal_Date,Live_Phone_Conversations_With_Customer_Last_90_Days_Before_Renewal_Date,Emails_Sent_Last_90_Days_Before_Renewal_Date,Section_Previous_Season,Zip_Code_Distance_From_Stadium,Tenure_As_Season_Ticket_Member,Attendance_Rate,Engaged_In_Events,Renewal_Month
1,362.88,4,0.54,12,5,17,0,24,9,3,3,21.52074424,1,0.7058823529411765,0,7
1,290.88,1,0.54,16,1,17,0,5,1,4,3,375.0523102,2,0.9411764705882353,0,7
1,799.68,2,0.54,2,15,17,0,33,4,6,0,112.674185,2,0.11764705882352941,0,10
1,362.88,4,0.54,12,5,17,0,0,0,0,3,13.26172683,8,0.7058823529411765,0,7
1,378.24,3,0.54,16,1,17,3,0,0,0,3,22.05968316,1,0.9411764705882353,1,8
1,449.28,4,0.54,15,2,17,2,13,3,6,3,23.76625678,8,0.8823529411764706,1,7
1,499.2,3,0.54,14,3,17,2,15,1,7,3,27.70665127,1,0.8235294117647058,1,7
1,382.08,2,0.54,15,2,17,1,11,1,8,3,15.99369386,4,0.8823529411764706,1,7
1,240.9408,2,0.54,10,7,17,0,17,1,9,1,41.60826125,8,0.5882352941176471,0,7
1,94.656,1,0.54,10,7,17,0,20,4,5,3,10.02794563,1,0.5882352941176471,0,11
1,473.28,2,0.54,13,4,17,2,19,2,12,3,54.7420362,2,0.7647058823529411,1,7
1,362.88,2,0.54,8,9,17,0,29,4,8,3,5.728709965,8,0.47058823529411764,0,10
1,446.4,1,0.54,15,2,17,0,14,2,9,3,29.91608899,1,0.8823529411764706,0,7
1,449.28,2,0.54,2,15,17,0,0,0,0,3,20.35837239,8,0.11764705882352941,0,7
1,475.2,2,0.54,11,6,17,1,20,4,7,3,50.9693875,1,0.6470588235294118,1,10
1,277.44,2,0.54,6,11,17,0,45,3,6,3,40.48274959,1,0.35294117647058826,0,10
1,449.28,2,0.54,9,8,17,0,19,2,11,3,56.3290612,8,0.5294117647058824,0,7
1,473.28,2,0.54,16,1,17,2,16,1,6,3,28.73945033,8,0.9411764705882353,1,7
1,473.28,1,0.54,10,7,17,0,23,3,12,3,21.56989477,8,0.5882352941176471,0,7
1,226.5408,1,0.54,3,14,17,0,27,3,14,1,46.47295373,5,0.17647058823529413,0,7
1,240.9408,2,0.54,14,3,17,0,17,2,9,1,32.30078553,4,0.8235294117647058,0,7
1,362.88,6,0.54,9,8,17,2,22,3,0,3,33.71821168,8,0.5294117647058824,1,10
1,361.92,2,0.54,9,8,17,0,14,2,9,3,28.40195733,8,0.5294117647058824,0,7
1,473.28,5,0.54,16,1,17,0,0,0,0,3,155.3261616,1,0.9411764705882353,0,7
1,123.456,1,0.54,15,2,17,0,22,6,8,3,66.87826787,2,0.8823529411764706,0,10
1,449.28,2,0.54,7,10,17,2,16,3,6,3,16.31722129,4,0.4117647058823529,1,7
1,449.28,4,0.54,17,0,17,0,14,1,6,3,14.83371684,4,1.0,0,7
1,291.84,4,0.54,17,0,17,4,0,0,0,3,14.13157275,1,1.0,1,7
1,382.08,2,0.54,17,0,17,4,22,2,0,3,35.59152571,5,1.0,1,7
1,845.76,2,0.54,17,0,17,0,17,2,12,0,27.61801019,5,1.0,0,7
1,399.36,2,0.54,17,0,17,0,15,1,11,3,23.64243435,1,1.0,0,7
1,342.72,2,0.54,10,7,17,4,18,1,10,3,17.89437434,4,0.5882352941176471,1,7
1,382.08,4,0.54,17,0,17,4,0,0,0,3,35.09590035,2,1.0,1,7
1,226.5408,2,0.54,15,2,17,0,31,3,8,1,23.2428835,1,0.8823529411764706,0,10
1,240.9408,2,0.54,17,0,17,0,20,3,12,1,9.074084291,2,1.0,0,7
1,240.9408,2,0.54,10,7,17,2,25,4,13,1,20.70241261,5,0.5882352941176471,1,7
1,449.28,4,0.54,13,4,17,0,0,0,0,3,12.16476665,8,0.7647058823529411,0,7
1,240.9408,3,0.54,9,8,17,0,0,0,0,1,27.70665127,4,0.5294117647058824,0,7
1,473.28,4,0.54,14,3,17,4,4,0,0,3,21.58337694,4,0.8235294117647058,1,7
1,475.2,1,0.54,9,8,17,1,0,0,0,3,20.49591016,2,0.5294117647058824,1,7
1,449.28,2,0.54,2,15,17,0,52,6,6,3,25.19325824,8,0.11764705882352941,0,11
1,441.12,5,0.54,16,1,17,0,38,15,5,3,77.47757348,1,0.9411764705882353,0,10
1,382.08,2,0.54,15,2,17,0,0,0,0,3,5.796056068,8,0.8823529411764706,0,10
1,449.28,1,0.54,17,0,17,1,15,2,8,3,23.76625678,8,1.0,1,7
1,308.16,1,0.54,14,3,17,0,7,1,6,3,376.5217628,1,0.8235294117647058,0,7
1,293.76,2,0.54,9,8,17,0,42,6,3,3,10.50341991,1,0.5294117647058824,0,10
1,505.92,3,0.54,11,6,17,6,29,8,1,3,80.12423883,1,0.6470588235294118,1,10
1,241.92,6,0.54,11,6,17,0,23,5,12,1,61.00762562,1,0.6470588235294118,0,7
1,226.5408,1,0.54,11,6,17,0,23,2,11,1,33.38106979,2,0.6470588235294118,0,7
1,378.24,2,0.54,9,8,17,2,0,0,0,3,44.50144072,1,0.5294117647058824,1,10
1,276.48,2,0.54,17,0,17,4,20,2,8,3,16.31722129,8,1.0,1,9
1,382.08,4,0.54,17,0,17,7,21,2,0,3,11.44321555,2,1.0,1,7
1,314.88,4,0.54,13,4,17,4,22,3,9,3,7.402454471,1,0.7647058823529411,1,9
1,535.68,4,0.54,10,7,17,0,37,1,6,3,13.46804269,1,0.5882352941176471,0,10
1,449.28,2,0.54,5,12,17,0,12,1,6,3,42.92879999,7,0.29411764705882354,0,7
1,94.656,1,0.54,13,4,17,0,9,0,8,3,11.44321555,1,0.7647058823529411,0,7
1,449.28,4,0.54,10,7,17,0,20,1,6,3,7.638983843,8,0.5882352941176471,0,10
1,306.24,2,0.54,15,2,17,2,20,6,8,3,40.42795545,1,0.8823529411764706,1,11
1,382.08,3,0.54,16,1,17,3,17,4,10,3,10.02794563,4,0.9411764705882353,1,11
1,362.88,4,0.54,13,4,17,8,16,2,9,3,5.728709965,8,0.7647058823529411,1,7
1,362.88,2,0.54,14,3,17,0,15,2,0,3,15.73557189,8,0.8235294117647058,0,10
1,362.88,2,0.54,16,1,17,2,14,2,8,3,75.94116765,2,0.9411764705882353,1,7
1,94.656,1,0.54,15,2,17,0,13,1,9,3,17.72608889,2,0.8823529411764706,0,7
1,473.28,1,0.54,16,1,17,1,12,2,6,3,37.29619462,4,0.9411764705882353,1,7
1,432.0,2,0.54,12,5,17,2,15,3,7,3,32.18646091,1,0.7058823529411765,1,11
1,449.28,2,0.54,10,7,17,0,26,3,0,3,23.76625678,8,0.5882352941176471,0,7
1,94.656,1,0.54,8,9,17,0,15,3,4,3,24.21081399,5,0.47058823529411764,0,3
1,473.28,2,0.54,16,1,17,3,0,0,0,3,33.21102546,5,0.9411764705882353,1,7
1,535.68,2,0.54,8,9,17,0,0,0,0,3,9.074084291,8,0.47058823529411764,0,7
1,290.88,1,0.54,14,3,17,0,5,1,4,3,375.0523102,2,0.8235294117647058,0,7
1,424.32,2,0.54,9,8,17,2,27,8,13,3,16.70995515,4,0.5294117647058824,1,7
1,316.8,2,0.54,8,9,17,0,22,6,6,3,37.29619462,1,0.47058823529411764,0,9
1,499.2,2,0.54,15,2,17,2,17,4,0,3,35.59152571,1,0.8823529411764706,1,2
1,240.9408,2,0.54,13,4,17,0,25,2,12,1,15.34099297,7,0.7647058823529411,0,7
1,375.68,6,0.54,17,0,17,2,25,7,9,3,26.32308329,2,1.0,1,11
1,449.28,2,0.54,12,5,17,0,23,2,13,3,23.76625678,8,0.7058823529411765,0,7
1,380.16,2,0.54,7,10,17,0,9,1,7,3,7.638983843,1,0.4117647058823529,0,7
1,276.48,2,0.54,7,10,17,0,13,1,8,3,21.01050547,7,0.4117647058823529,0,7
1,449.28,2,0.54,14,3,17,4,23,1,13,3,15.64707712,8,0.8235294117647058,1,7
0,277.44,1,0.54,4,13,17,0,0,0,0,3,23.76625678,1,0.23529411764705882,0,3
1,424.32,1,0.54,9,8,17,0,31,6,9,3,9.074084291,2,0.5294117647058824,0,11
0,846.72,2,0.54,7,10,17,0,0,0,0,0,286.76765,1,0.4117647058823529,0,3
1,290.88,1,0.54,17,0,17,0,5,1,4,3,375.0523102,2,1.0,0,7
1,290.88,2,0.54,6,11,17,2,19,3,11,3,35.36348712,4,0.35294117647058826,1,7
1,94.656,1,0.54,14,3,17,0,12,1,8,3,12.38848901,2,0.8235294117647058,0,7
1,94.656,1,0.54,1,16,17,0,13,1,0,3,32.76272314,2,0.058823529411764705,0,7
1,382.08,2,0.54,17,0,17,4,16,2,9,3,7.402454471,8,1.0,1,7
1,362.88,5,0.54,6,11,17,0,0,0,0,3,37.55623245,2,0.35294117647058826,0,10
1,475.2,3,0.54,14,3,17,5,12,3,1,3,4.580049203,1,0.8235294117647058,1,9
1,261.12,1,0.54,3,14,17,0,13,2,8,3,8.605469492,8,0.17647058823529413,0,7
1,380.16,2,0.54,5,12,17,2,41,14,0,3,69.85769002,1,0.29411764705882354,1,10
1,241.92,1,0.54,13,4,17,0,20,4,11,1,33.51615027,1,0.7647058823529411,0,7
1,123.456,2,0.54,15,2,17,0,17,2,9,3,66.25525675,2,0.8823529411764706,0,7
1,380.16,10,0.54,5,12,17,0,0,0,0,3,0.00017697,8,0.29411764705882354,0,10
1,302.4,2,0.54,7,10,17,0,19,2,11,3,20.20695835,2,0.4117647058823529,0,7
1,382.08,2,0.54,17,0,17,0,14,2,8,3,46.47295373,2,1.0,0,7
1,290.88,2,0.54,12,5,17,0,8,0,4,3,15.02181066,2,0.7058823529411765,0,7
1,472.8,2,0.54,10,7,17,0,24,4,13,3,13.26172683,1,0.5882352941176471,0,7
1,449.28,2,0.54,10,7,17,0,13,1,6,3,5.728709965,8,0.5882352941176471,0,7
1,240.9408,1,0.54,7,10,17,0,21,2,10,1,17.96124416,8,0.4117647058823529,0,7
1,123.456,2,0.54,17,0,17,0,17,1,8,3,20.4955324,6,1.0,0,7
1,449.28,2,0.54,17,0,17,1,16,4,6,3,11.50835129,2,1.0,1,9
1,449.28,4,0.54,8,9,17,4,0,0,0,3,44.50144072,8,0.47058823529411764,1,7
1,223.04,3,0.54,15,2,17,5,54,22,11,3,57.70410172,1,0.8823529411764706,1,9
1,473.28,2,0.54,17,0,17,3,27,0,13,3,3.395981776,8,1.0,1,7
1,382.08,6,0.54,17,0,17,0,0,0,0,3,155.3261616,1,1.0,0,7
1,241.92,2,0.54,11,6,17,0,0,0,0,1,31.7502737,2,0.6470588235294118,0,9
1,473.28,2,0.54,9,8,17,0,25,2,7,3,16.46862019,8,0.5294117647058824,0,7
1,232.0896,2,0.54,12,5,17,2,22,3,14,1,40.76384882,5,0.7058823529411765,1,7
1,432.0,4,0.54,15,2,17,4,23,3,1,3,12.16476665,1,0.8823529411764706,1,3
1,259.2,1,0.54,15,2,17,0,6,1,3,1,590.8194364,1,0.8823529411764706,0,7
1,449.28,2,0.54,11,6,17,0,24,0,6,3,9.074084291,8,0.6470588235294118,0,7
1,226.5408,1,0.54,11,6,17,1,24,2,9,1,23.18747017,2,0.6470588235294118,1,7
1,226.5408,2,0.54,8,9,17,2,22,2,12,1,50.24060217,2,0.47058823529411764,1,7
1,475.2,3,0.54,10,7,17,1,23,6,7,3,11.77745049,1,0.5882352941176471,1,7
1,473.28,2,0.54,16,1,17,2,0,0,0,3,14.13157275,8,0.9411764705882353,1,7
1,449.28,2,0.54,10,7,17,0,19,2,14,3,18.42756345,5,0.5882352941176471,0,7
1,123.456,2,0.54,12,5,17,1,12,1,8,3,26.06443213,3,0.7058823529411765,1,7
1,398.4,2,0.54,9,8,17,0,26,5,12,3,82.09085103,8,0.5294117647058824,0,7
1,362.88,2,0.54,17,0,17,2,21,5,8,3,25.82196499,2,1.0,1,10
1,94.656,2,0.54,13,4,17,2,15,3,8,3,39.40556457,2,0.7647058823529411,1,7
1,382.08,3,0.54,17,0,17,0,0,0,0,3,8.306478945,8,1.0,0,10
1,424.32,4,0.54,4,13,17,0,35,9,2,3,23.31775438,2,0.23529411764705882,0,10
1,449.28,2,0.54,4,13,17,0,16,1,12,3,39.55147891,8,0.23529411764705882,0,7
1,473.28,2,0.54,12,5,17,0,20,1,11,3,17.83469627,8,0.7058823529411765,0,7
1,448.32,4,0.54,16,1,17,4,16,3,9,3,31.80107356,2,0.9411764705882353,1,7
1,812.16,4,0.54,13,4,17,0,18,4,6,0,37.48805991,8,0.7647058823529411,0,10
1,382.08,2,0.54,17,0,17,4,0,0,0,3,15.75395103,6,1.0,1,7
1,362.88,2,0.54,6,11,17,0,13,1,8,3,26.02374625,8,0.35294117647058826,0,7
1,276.48,2,0.54,7,10,17,0,33,3,7,3,21.43755389,2,0.4117647058823529,0,10
1,261.12,3,0.54,17,0,17,6,24,8,1,3,59.0445533,1,1.0,1,8
1,475.2,2,0.54,12,5,17,2,0,0,0,3,15.00254292,7,0.7058823529411765,1,7
1,226.5408,1,0.54,14,3,17,1,18,2,9,1,13.67847648,2,0.8235294117647058,1,10
1,473.28,2,0.54,15,2,17,2,17,3,8,3,14.13157275,2,0.8823529411764706,1,7
1,499.2,2,0.54,15,2,17,2,14,3,7,3,18.77702669,1,0.8823529411764706,1,7
1,380.16,2,0.54,15,2,17,4,15,2,7,3,35.36348712,1,0.8823529411764706,1,11
1,240.9408,1,0.54,13,4,17,0,20,2,11,1,40.07271239,5,0.7647058823529411,0,7
1,94.656,1,0.54,7,10,17,0,11,0,8,3,16.07220001,2,0.4117647058823529,0,7
1,1109.76,4,0.54,14,3,17,0,19,8,0,2,23.2428835,8,0.8235294117647058,0,7
1,473.28,4,0.54,17,0,17,0,33,1,17,3,103.4490194,6,1.0,0,7
1,448.32,5,0.54,11,6,17,3,16,2,11,3,17.38066512,2,0.6470588235294118,1,7
1,380.16,2,0.54,8,9,17,0,25,4,5,3,8.605469492,8,0.47058823529411764,0,10
1,473.28,10,0.54,15,2,17,10,20,7,6,3,14.83371684,2,0.8823529411764706,1,10
1,290.88,1,0.54,16,1,17,0,6,2,4,3,375.0523102,2,0.9411764705882353,0,7
1,290.88,1,0.54,14,3,17,0,5,1,4,3,375.0523102,2,0.8235294117647058,0,7
1,473.28,3,0.54,17,0,17,0,15,3,10,3,25.98674731,1,1.0,0,7
1,424.32,2,0.54,13,4,17,2,24,3,12,3,0.00017697,8,0.7647058823529411,1,7
1,473.28,2,0.54,13,4,17,0,11,1,7,3,17.91760651,2,0.7647058823529411,0,7
1,449.28,2,0.54,8,9,17,0,23,4,14,3,18.40830478,5,0.47058823529411764,0,7
1,812.16,2,0.54,12,5,17,2,16,2,9,0,14.13157275,8,0.7058823529411765,1,7
1,382.08,4,0.54,16,1,17,8,0,0,0,3,21.64872308,2,0.9411764705882353,1,7
1,290.88,2,0.54,10,7,17,2,14,3,9,3,11.44321555,8,0.5882352941176471,1,7
1,382.08,4,0.54,10,7,17,0,29,3,5,3,22.57830851,8,0.5882352941176471,0,7
1,290.88,2,0.54,16,1,17,4,16,3,9,3,21.43755389,6,0.9411764705882353,1,7
1,473.28,6,0.54,17,0,17,4,0,0,0,3,8.605469492,8,1.0,1,10
1,449.28,3,0.54,11,6,17,3,19,6,4,3,32.76272314,4,0.6470588235294118,1,10
1,812.16,2,0.54,1,16,17,0,12,1,6,0,19.81626171,8,0.058823529411764705,0,7
1,448.32,2,0.54,13,4,17,0,27,3,0,3,20.16113514,8,0.7647058823529411,0,7
1,241.92,1,0.54,17,0,17,0,18,2,11,1,27.39593004,8,1.0,0,7
1,380.16,4,0.54,14,3,17,4,18,9,3,3,11.03848095,1,0.8235294117647058,1,8
1,378.24,2,0.54,11,6,17,0,20,2,12,3,12.38848901,1,0.6470588235294118,0,7
1,473.28,2,0.54,15,2,17,2,17,2,9,3,8.306478945,8,0.8823529411764706,1,7
1,397.2,4,0.54,11,6,17,6,0,0,0,3,34.47396313,1,0.6470588235294118,1,11
1,211.2,3,0.54,4,13,17,3,30,6,1,3,18.43335983,1,0.23529411764705882,1,3
1,1196.16,4,0.54,8,9,17,0,10,0,7,2,21.01050547,8,0.47058823529411764,0,7
1,362.88,4,0.54,11,6,17,0,0,0,0,3,17.72608889,2,0.6470588235294118,0,10
1,298.368,4,0.54,17,0,17,2,25,2,12,3,15.64707712,6,1.0,1,7
1,276.48,4,0.54,2,15,17,4,16,2,10,3,235.0094708,7,0.11764705882352941,1,7
1,399.36,2,0.54,15,2,17,0,19,5,6,3,7.638983843,1,0.8823529411764706,0,10
1,449.28,2,0.54,17,0,17,2,21,1,0,3,9.04590558,8,1.0,1,7
1,240.9408,2,0.54,15,2,17,2,16,2,12,1,25.26416632,5,0.8823529411764706,1,7
1,143.4176,3,0.54,16,1,17,1,18,1,11,3,24.30495175,5,0.9411764705882353,1,7
1,473.28,3,0.54,11,6,17,0,14,2,8,3,35.28280301,5,0.6470588235294118,0,7
1,380.16,6,0.54,8,9,17,0,48,2,1,3,45.95205181,2,0.47058823529411764,0,10
1,473.28,2,0.54,17,0,17,2,17,1,13,3,23.76625678,8,1.0,1,7
1,424.32,1,0.54,11,6,17,0,25,2,12,3,21.29641996,8,0.6470588235294118,0,7
1,273.6,1,0.54,14,3,17,1,15,4,9,1,52.39765222,1,0.8235294117647058,1,7
1,449.28,1,0.54,13,4,17,0,23,7,0,3,77.24893778,8,0.7647058823529411,0,10
1,290.88,2,0.54,12,5,17,0,16,2,11,3,17.96124416,8,0.7058823529411765,0,7
1,293.76,4,0.54,16,1,17,4,12,2,8,3,9.302954244,1,0.9411764705882353,1,7
1,94.656,2,0.54,11,6,17,0,9,3,4,3,5.796056068,1,0.6470588235294118,0,3
1,123.456,1,0.54,15,2,17,0,0,0,0,3,13.77729398,1,0.8823529411764706,0,7
1,382.08,4,0.54,12,5,17,5,20,0,9,3,11.03848095,4,0.7058823529411765,1,7
1,449.28,2,0.54,8,9,17,0,19,2,10,3,20.4955324,8,0.47058823529411764,0,7
1,449.28,2,0.54,10,7,17,0,26,3,16,3,39.90484584,8,0.5882352941176471,0,7
1,275.52,2,0.54,16,1,17,0,18,2,11,3,15.64947626,2,0.9411764705882353,0,7
1,399.36,2,0.54,14,3,17,2,7,2,0,3,29.89956229,2,0.8235294117647058,1,7
1,473.28,2,0.54,14,3,17,1,11,2,7,3,9.04590558,8,0.8235294117647058,1,7
1,94.656,1,0.54,12,5,17,0,20,2,5,3,12.83150898,2,0.7058823529411765,0,11
1,290.88,1,0.54,17,0,17,0,5,1,4,3,375.0523102,2,1.0,0,7
1,1071.36,4,0.54,10,7,17,0,10,0,9,2,21.52074424,4,0.5882352941176471,0,7
1,382.08,2,0.54,12,5,17,4,16,2,11,3,94.3877459,5,0.7058823529411765,1,7
1,473.28,4,0.54,13,4,17,0,22,5,5,3,39.55147891,1,0.7647058823529411,0,10
1,293.76,1,0.54,12,5,17,0,0,0,1,3,31.7502737,4,0.7058823529411765,0,10
1,423.36,2,0.54,15,2,17,4,15,2,8,3,17.96124416,8,0.8823529411764706,1,7
1,226.5408,2,0.54,16,1,17,0,23,2,11,1,15.34099297,6,0.9411764705882353,0,7
1,448.32,2,0.54,16,1,17,2,23,5,11,3,19.89427802,8,0.9411764705882353,1,7
1,362.88,2,0.54,11,6,17,0,14,2,9,3,5.741087938,2,0.6470588235294118,0,7
1,449.28,4,0.54,3,14,17,0,28,3,6,3,37.55623245,2,0.17647058823529413,0,10
1,226.5408,2,0.54,5,12,17,0,19,3,11,1,33.9102695,2,0.29411764705882354,0,7
1,276.48,2,0.54,14,3,17,2,0,0,0,3,9.302954244,5,0.8235294117647058,1,8
1,240.9408,3,0.54,17,0,17,4,26,2,12,1,33.71821168,8,1.0,1,7
1,226.5408,2,0.54,11,6,17,0,38,6,8,1,25.64514487,8,0.6470588235294118,0,10
1,449.28,2,0.54,3,14,17,0,19,2,11,3,194.2364974,7,0.17647058823529413,0,7
1,362.88,2,0.54,13,4,17,2,15,2,9,3,8.605469492,8,0.7647058823529411,1,7
1,951.04,6,0.54,17,0,17,0,6,1,4,2,27.53737402,2,1.0,0,7
1,226.5408,2,0.54,3,14,17,0,23,1,10,1,17.83469627,4,0.17647058823529413,0,7
1,276.48,2,0.54,17,0,17,0,23,3,14,3,14.77824202,6,1.0,0,7
1,449.28,6,0.54,17,0,17,3,30,12,0,3,9.074084291,8,1.0,1,9
1,94.656,1,0.54,12,5,17,1,13,2,8,3,15.99369386,2,0.7058823529411765,1,7
1,475.2,4,0.54,9,8,17,0,10,2,7,3,23.76625678,8,0.5294117647058824,0,7
1,226.5408,1,0.54,15,2,17,1,21,3,11,1,21.35770313,2,0.8823529411764706,1,7
1,449.28,2,0.54,10,7,17,0,31,1,13,3,11.03848095,8,0.5882352941176471,0,7
1,380.16,2,0.54,8,9,17,0,25,4,5,3,42.81787713,1,0.47058823529411764,0,11
1,475.2,4,0.54,12,5,17,0,36,1,12,3,30.31595245,8,0.7058823529411765,0,7
1,380.16,6,0.54,15,2,17,0,35,11,0,3,27.70665127,1,0.8823529411764706,0,7
1,473.28,4,0.54,16,1,17,0,12,3,5,3,24.30495175,7,0.9411764705882353,0,7
1,382.08,3,0.54,14,3,17,0,22,2,11,3,33.78481808,2,0.8235294117647058,0,7
1,473.28,2,0.54,11,6,17,2,21,3,0,3,18.48140992,8,0.6470588235294118,1,7
1,449.28,4,0.54,9,8,17,0,0,0,0,3,23.76625678,8,0.5294117647058824,0,7
1,473.28,3,0.54,15,2,17,6,13,2,9,3,32.87016899,4,0.8823529411764706,1,7
1,308.16,1,0.54,14,3,17,0,7,1,0,3,375.0523102,1,0.8235294117647058,0,7
1,424.32,2,0.54,14,3,17,4,28,3,15,3,17.89437434,2,0.8235294117647058,1,7
1,449.28,2,0.54,12,5,17,0,17,4,7,3,30.31595245,8,0.7058823529411765,0,11
1,587.52,8,0.54,6,11,17,0,10,3,0,0,27.35781425,1,0.35294117647058826,0,10
1,213.9552,1,0.54,8,9,17,1,18,1,9,1,25.19325824,8,0.47058823529411764,1,7
1,449.28,2,0.54,10,7,17,0,19,4,1,3,27.17007623,2,0.5882352941176471,0,10
1,226.5408,1,0.54,14,3,17,0,15,2,9,1,15.73557189,8,0.8235294117647058,0,7
1,94.656,1,0.54,10,7,17,0,0,0,0,3,55.21030129,2,0.5882352941176471,0,7
1,240.9408,2,0.54,14,3,17,0,15,3,9,1,23.18747017,2,0.8235294117647058,0,7
1,226.5408,2,0.54,6,11,17,0,23,4,15,1,26.02374625,5,0.35294117647058826,0,7
1,290.88,1,0.54,16,1,17,0,6,2,4,3,375.0523102,2,0.9411764705882353,0,7
1,437.76,4,0.54,13,4,17,0,19,1,9,3,39.50605696,8,0.7647058823529411,0,7
1,449.28,4,0.54,11,6,17,0,25,4,12,3,5.741087938,8,0.6470588235294118,0,7
1,475.2,2,0.54,2,15,17,0,8,4,0,3,62.8442648,1,0.11764705882352941,0,10
1,587.52,4,0.54,9,8,17,0,15,2,9,0,30.31595245,8,0.5294117647058824,0,7
1,259.2,2,0.54,10,7,17,0,20,1,8,1,47.45532951,1,0.5882352941176471,0,7
1,449.28,4,0.54,12,5,17,3,21,3,12,3,17.89437434,6,0.7058823529411765,1,7
1,473.28,2,0.54,14,3,17,0,24,1,13,3,25.38022385,8,0.8235294117647058,0,7
1,290.88,1,0.54,17,0,17,0,5,1,4,3,375.0523102,2,1.0,0,7
1,293.76,2,0.54,5,12,17,0,9,2,3,3,29.6022297,6,0.29411764705882354,0,10
1,123.456,1,0.54,14,3,17,0,16,0,8,3,33.71821168,1,0.8235294117647058,0,7
1,473.28,3,0.54,16,1,17,0,24,2,13,3,18.82507069,4,0.9411764705882353,0,7
1,622.08,2,0.54,2,15,17,0,21,0,9,0,26.02374625,8,0.11764705882352941,0,7
1,382.08,2,0.54,14,3,17,0,17,2,9,3,30.31595245,8,0.8235294117647058,0,7
1,275.52,2,0.54,14,3,17,0,20,5,11,3,66.04137483,4,0.8235294117647058,0,7
1,473.28,2,0.54,16,1,17,1,19,3,7,3,21.48118365,8,0.9411764705882353,1,10
1,499.2,2,0.54,14,3,17,0,24,2,15,3,13.77729398,5,0.8235294117647058,0,7
1,380.16,2,0.54,7,10,17,0,38,2,5,3,103.1447721,1,0.4117647058823529,0,10
1,630.72,4,0.54,8,9,17,0,23,3,0,0,22.47726191,8,0.47058823529411764,0,10
1,293.76,3,0.54,10,7,17,3,0,0,0,3,52.3463279,4,0.5882352941176471,1,10
1,473.28,1,0.54,12,5,17,0,12,1,6,3,25.26416632,4,0.7058823529411765,0,7
1,473.28,2,0.54,14,3,17,0,59,2,6,3,51.69819402,2,0.8235294117647058,0,10
1,290.88,1,0.54,17,0,17,0,18,1,10,3,3.395981776,8,1.0,0,7
1,449.28,6,0.54,14,3,17,0,12,1,8,3,28.87472634,8,0.8235294117647058,0,7
1,280.32,4,0.54,14,3,17,4,19,5,10,3,17.68297694,1,0.8235294117647058,1,7
1,382.08,2,0.54,10,7,17,0,15,1,9,3,34.47396313,2,0.5882352941176471,0,7
1,373.44,2,0.54,12,5,17,0,12,0,10,3,19.11086059,4,0.7058823529411765,0,7
1,659.52,4,0.54,15,2,17,0,18,2,11,0,21.56989477,8,0.8823529411764706,0,7
1,241.92,2,0.54,8,9,17,0,29,4,6,1,23.76625678,2,0.47058823529411764,0,10
1,241.92,2,0.54,17,0,17,0,23,4,0,1,23.76625678,8,1.0,0,7
1,473.28,3,0.54,16,1,17,6,25,1,15,3,54.95214365,8,0.9411764705882353,1,7
1,449.28,4,0.54,11,6,17,0,13,1,6,3,40.14704652,2,0.6470588235294118,0,7
1,382.08,4,0.54,13,4,17,0,17,3,10,3,26.81577166,8,0.7647058823529411,0,7
1,473.28,2,0.54,17,0,17,0,23,3,14,3,34.14664351,8,1.0,0,7
1,241.92,1,0.54,11,6,17,0,17,2,11,1,23.56213922,1,0.6470588235294118,0,7
1,499.2,3,0.54,9,8,17,2,17,3,11,3,29.54053491,1,0.5294117647058824,1,7
1,473.28,2,0.54,11,6,17,0,17,3,7,3,21.12956904,5,0.6470588235294118,0,10
1,990.72,4,0.54,14,3,17,6,25,11,7,2,25.99646482,1,0.8235294117647058,1,11
1,94.656,1,0.54,5,12,17,0,15,1,8,3,20.4955324,2,0.29411764705882354,0,7
1,240.9408,2,0.54,14,3,17,2,23,6,10,1,31.43649782,7,0.8235294117647058,1,7
1,240.9408,1,0.54,15,2,17,2,21,2,10,1,0.00017697,2,0.8823529411764706,1,7
1,308.16,1,0.54,16,1,17,0,7,1,6,3,378.2858044,1,0.9411764705882353,0,7
1,468.48,10,0.54,17,0,17,0,27,6,12,3,32.87016899,2,1.0,0,7
1,226.5408,2,0.54,4,13,17,0,17,7,2,1,14.53871525,2,0.23529411764705882,0,10
1,259.2,2,0.54,5,12,17,0,24,5,0,1,7.402454471,2,0.29411764705882354,0,7
1,276.48,2,0.54,13,4,17,0,16,2,9,3,15.00254292,8,0.7647058823529411,0,7
1,449.28,4,0.54,16,1,17,0,18,1,6,3,14.13157275,8,0.9411764705882353,0,7
1,240.9408,1,0.54,17,0,17,2,24,1,11,1,34.47396313,2,1.0,1,7
1,449.28,8,0.54,9,8,17,0,19,3,9,3,34.34524483,3,0.5294117647058824,0,10
1,342.72,4,0.54,9,8,17,0,15,4,8,3,51.88401463,2,0.5294117647058824,0,7
1,449.28,2,0.54,17,0,17,1,24,2,13,3,13.77729398,4,1.0,1,7
1,460.8,2,0.54,9,8,17,0,6,1,1,3,86.66731839,4,0.5294117647058824,0,7
